round,PeopTotal,nets.yn,nets.count,in.outdoor,cul_male,cul_female,ara_male,ara_female_Pfneg,ara_female_Pfpos,funss_male,funss_female_Pfneg,funss_female_Pfpos,Focal.Area,month,Cluster,Treatment
8,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-09,A.2,Control
8,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-09,A.2,Control
11,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-04,A.2,Control
1to5,1,No,0,Indoors,0,0,0,0,0,0,0,0,A,2016-02,A.2,Control
11,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-04,A.2,Control
1to5,1,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2016-02,A.2,Control
10,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-02,A.2,Control
14,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-10,A.2,Control
14,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-10,A.2,Control
10,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-01,A.2,Control
1to5,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2015-09,B.2,Control
1to5,6,Yes,2,Indoors,0,0,0,1,0,0,0,0,B,2015-06,B.2,Control
1to5,6,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2015-06,B.2,Control
10,3,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-02,B.2,Control
10,3,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-01,B.2,Control
12,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
12,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
10,5,Yes,3,Indoors,0,0,0,0,0,0,0,0,B,2017-02,B.2,Control
10,5,Yes,3,Outdoors,0,0,0,0,0,0,0,0,B,2017-01,B.2,Control
1to5,6,Yes,2,Outdoors,0,4,0,1,0,0,0,0,B,2016-02,B.2,Control
1to5,6,Yes,2,Indoors,0,4,0,0,0,0,0,0,B,2016-02,B.2,Control
10,3,Yes,1,Indoors,0,5,0,0,0,0,1,0,B,2017-02,B.2,Control
10,3,Yes,1,Outdoors,0,24,0,1,0,0,0,0,B,2017-01,B.2,Control
7,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
7,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
8,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-09,B.2,Control
8,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-09,B.2,Control
1to5,3,No,0,Outdoors,0,34,0,1,0,0,0,0,B,2015-09,B.2,Control
1to5,6,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
1to5,6,Yes,1,Outdoors,0,6,0,0,0,0,0,0,B,2015-11,B.2,Control
12,4,Yes,3,Indoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
12,4,Yes,3,Outdoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
1to5,5,No,0,Indoors,0,1,0,0,0,0,0,0,B,2015-11,B.2,Control
1to5,5,No,0,Outdoors,0,2,0,0,0,0,0,0,B,2015-11,B.2,Control
17,6,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
17,6,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
10,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-01,B.2,Control
10,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-02,B.2,Control
8,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-09,B.2,Control
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-07,B.2,Control
1to5,5,No,0,Outdoors,0,1,0,1,0,0,0,0,B,2015-07,B.2,Control
8,4,Yes,2,Outdoors,0,0,0,1,0,0,0,0,B,2016-09,B.2,Control
13,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
13,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
9,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
9,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
11,3,Yes,1,Outdoors,0,3,0,0,0,0,0,0,B,2017-03,B.2,Control
11,3,Yes,1,Indoors,0,6,0,0,0,0,0,0,B,2017-03,B.2,Control
11,3,Yes,2,Outdoors,0,1,0,1,0,0,0,0,B,2017-03,B.2,Control
11,3,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-03,B.2,Control
17,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
17,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
9,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
9,2,Yes,1,Indoors,0,1,0,0,0,0,0,0,B,2016-11,B.2,Control
17,4,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
17,4,No,0,Indoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
12,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
12,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
1to5,2,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
1to5,2,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
16,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2018-01,B.2,Control
16,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-01,B.2,Control
12,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
12,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
15,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
15,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
15,1,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
15,1,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
1to5,4,Yes,1,Indoors,0,4,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,4,Yes,1,Outdoors,0,2,0,1,0,0,0,0,B,2016-02,B.2,Control
11,2,Yes,2,Indoors,0,2,0,1,0,0,0,0,B,2017-03,B.2,Control
11,2,Yes,2,Outdoors,0,0,0,0,0,0,1,0,B,2017-03,B.2,Control
6,4,Yes,2,Outdoors,0,0,0,1,0,0,0,0,B,2016-05,B.2,Control
6,4,Yes,2,Indoors,0,1,0,0,0,0,0,0,B,2016-05,B.2,Control
6,3,Yes,1,Indoors,0,1,0,0,0,0,1,1,B,2016-05,B.2,Control
6,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-05,B.2,Control
1to5,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2015-09,B.2,Control
1to5,5,Yes,1,Indoors,2,35,0,0,0,0,0,0,B,2015-09,B.2,Control
1to5,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
15,5,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
1to5,4,Yes,2,Outdoors,0,5,0,2,1,0,1,0,B,2016-02,B.2,Control
15,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
14,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-10,B.2,Control
14,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-10,B.2,Control
14,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-10,B.2,Control
14,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-10,B.2,Control
7,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
7,5,Yes,2,Indoors,0,0,0,1,0,0,0,0,B,2016-07,B.2,Control
8,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-09,B.2,Control
7,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
8,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-09,B.2,Control
7,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
1to5,5,No,0,Indoors,0,5,0,2,0,0,0,0,B,2016-02,B.2,Control
1to5,5,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
11,2,Yes,1,Indoors,0,7,0,0,0,0,0,0,B,2017-03,B.2,Control
11,2,Yes,1,Outdoors,0,3,0,0,0,0,0,0,B,2017-03,B.2,Control
14,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-10,B.2,Control
14,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-10,B.2,Control
16,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2018-01,B.2,Control
16,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-01,B.2,Control
1to5,2,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-07,B.2,Control
1to5,2,No,0,Outdoors,1,1,0,0,0,0,0,0,B,2015-07,B.2,Control
14,3,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-10,B.2,Control
14,3,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-10,B.2,Control
10,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-02,B.2,Control
1to5,1,No,0,Indoors,0,2,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,1,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
15,1,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
10,2,Yes,1,Indoors,0,2,0,0,0,0,0,0,B,2017-01,B.2,Control
15,3,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
17,4,No,0,Indoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
17,4,No,0,Outdoors,0,1,0,0,0,0,0,0,B,2018-04,B.2,Control
13,3,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
13,3,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
7,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
7,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
12,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
12,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
9,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
9,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
15,1,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
15,2,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2015-09,B.2,Control
1to5,4,No,0,Indoors,0,52,0,0,0,0,0,0,B,2015-09,B.2,Control
13,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
13,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
9,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
9,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
7,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
7,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
14,6,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-10,B.2,Control
14,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-10,B.2,Control
13,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
13,5,Yes,1,Outdoors,0,0,0,1,0,0,1,0,B,2017-07,B.2,Control
1to5,5,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,4,No,0,Indoors,0,1,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,1,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2015-06,B.2,Control
1to5,1,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-06,B.2,Control
1to5,4,Yes,1,Indoors,0,3,0,0,0,0,0,0,B,2015-11,B.2,Control
1to5,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
17,2,No,0,Indoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
17,2,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
16,3,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2018-02,B.2,Control
16,3,Yes,2,Indoors,0,6,0,0,0,0,0,0,B,2018-01,B.2,Control
13,1,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
13,1,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
11,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.2,Control
1to5,3,Yes,1,Outdoors,0,1,0,0,0,0,0,0,B,2015-07,B.2,Control
1to5,3,No,0,Indoors,0,6,0,0,0,0,0,0,B,2015-07,B.2,Control
11,2,Yes,1,Indoors,0,5,0,0,0,0,1,0,B,2017-03,B.2,Control
1to5,6,Yes,1,Indoors,0,1,0,0,0,0,0,0,B,2015-04,B.2,Control
1to5,3,Yes,1,Outdoors,1,7,0,1,0,0,0,0,B,2015-04,B.2,Control
16,4,Yes,1,Outdoors,0,4,0,1,0,0,0,0,B,2018-01,B.2,Control
16,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-02,B.2,Control
1to5,3,Yes,2,Outdoors,0,8,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,3,Yes,1,Indoors,0,4,0,1,0,0,0,0,B,2016-02,B.2,Control
8,3,Yes,1,Indoors,0,2,0,0,0,0,0,0,B,2016-09,B.2,Control
6,3,Yes,2,Indoors,0,1,0,1,0,0,2,0,B,2016-05,B.2,Control
6,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-05,B.2,Control
8,3,Yes,1,Outdoors,0,0,0,1,0,0,0,0,B,2016-09,B.2,Control
1to5,5,Yes,1,Outdoors,0,2,0,0,0,0,0,0,B,2015-11,B.2,Control
1to5,5,Yes,1,Indoors,0,7,0,0,0,0,0,0,B,2015-11,B.2,Control
16,3,Yes,1,Indoors,1,0,0,1,0,0,0,0,B,2018-02,B.2,Control
16,3,Yes,1,Outdoors,0,4,0,0,0,0,0,0,B,2018-01,B.2,Control
8,1,No,0,Outdoors,0,1,0,0,0,0,0,0,B,2016-09,B.2,Control
8,1,No,0,Indoors,0,1,0,0,0,0,0,0,B,2016-09,B.2,Control
6,4,Yes,3,Indoors,0,0,0,0,0,0,0,0,B,2016-05,B.2,Control
6,4,Yes,2,Outdoors,0,1,0,0,0,0,0,0,B,2016-05,B.2,Control
9,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
9,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
6,2,Yes,1,Outdoors,1,0,0,0,0,0,0,0,B,2016-05,B.2,Control
6,3,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-05,B.2,Control
10,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-01,B.2,Control
10,4,Yes,2,Outdoors,0,1,0,0,0,0,0,0,B,2017-02,B.2,Control
1to5,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2015-05,B.2,Control
14,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-09,B.2,Control
1to5,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2015-05,B.2,Control
14,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-09,B.2,Control
13,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
13,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
12,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
12,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
9,2,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
9,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
9,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
9,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
9,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
9,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
9,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
9,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
1to5,2,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2015-09,B.2,Control
8,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-09,B.2,Control
8,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-09,B.2,Control
11,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.2,Control
11,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-03,B.2,Control
1to5,2,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-09,B.2,Control
6,1,Yes,1,Indoors,0,0,0,0,0,0,1,0,B,2016-05,B.2,Control
6,1,Yes,1,Outdoors,0,1,0,0,0,0,0,0,B,2016-05,B.2,Control
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
7,6,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
7,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
1to5,1,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
1to5,1,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
6,5,Yes,2,Outdoors,0,1,0,0,0,0,0,0,B,2016-05,B.2,Control
6,5,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-05,B.2,Control
1to5,5,Yes,1,Outdoors,0,2,0,1,0,0,0,0,B,2016-02,B.2,Control
9,4,Yes,1,Indoors,0,0,0,1,0,0,0,0,B,2016-11,B.2,Control
9,3,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
1to5,5,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
13,2,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
15,2,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
13,2,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
15,2,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
14,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-09,B.2,Control
1to5,7,No,0,Indoors,0,0,0,0,1,0,0,0,B,2015-05,B.2,Control
1to5,9,No,0,Outdoors,0,1,0,0,0,0,0,0,B,2015-05,B.2,Control
11,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-03,B.2,Control
11,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.2,Control
14,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-09,B.2,Control
7,4,No,0,Outdoors,0,0,0,1,0,0,0,0,B,2016-07,B.2,Control
7,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
1to5,6,Yes,3,Outdoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,6,Yes,3,Indoors,0,0,0,1,0,0,0,0,B,2016-02,B.2,Control
1to5,1,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,5,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,3,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,3,No,0,Indoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,1,No,0,Indoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
7,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
7,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
1to5,5,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2015-05,B.2,Control
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-05,B.2,Control
17,6,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
17,4,No,0,Indoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,4,No,0,Outdoors,0,2,0,2,0,0,0,0,B,2016-02,B.2,Control
17,4,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
17,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
12,7,Yes,3,Outdoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
12,7,Yes,3,Indoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
1to5,3,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
1to5,3,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
1to5,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
14,5,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-10,B.2,Control
14,6,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-10,B.2,Control
10,2,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-02,B.2,Control
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2015-09,B.2,Control
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-09,B.2,Control
17,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
17,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-07,B.2,Control
1to5,5,No,0,Outdoors,0,1,0,1,0,0,0,0,B,2015-07,B.2,Control
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
1to5,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
12,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
12,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
11,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.2,Control
11,5,Yes,2,Indoors,0,2,0,0,0,0,0,0,B,2017-03,B.2,Control
1to5,5,Yes,1,Indoors,0,0,0,3,0,0,0,0,B,2015-05,B.2,Control
1to5,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2015-05,B.2,Control
7,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
13,5,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
13,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
15,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
7,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
15,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
1to5,3,No,0,Indoors,0,2,0,1,0,0,0,0,B,2015-07,B.2,Control
1to5,4,No,0,Outdoors,0,4,0,0,0,0,0,0,B,2015-07,B.2,Control
8,3,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-09,B.2,Control
8,3,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-09,B.2,Control
17,5,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
17,4,No,0,Indoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
17,5,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
17,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2018-04,B.2,Control
14,5,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-09,B.2,Control
14,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-09,B.2,Control
9,5,Yes,3,Indoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
9,5,Yes,3,Outdoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
1to5,3,No,0,Indoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
16,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-01,B.2,Control
16,3,No,0,Outdoors,3,0,0,0,0,0,0,0,B,2018-01,B.2,Control
15,6,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
15,6,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
15,6,Yes,1,Indoors,0,1,0,0,0,0,0,0,B,2017-11,B.2,Control
15,6,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
1to5,2,No,0,Indoors,0,0,0,0,0,0,0,0,B,2016-03,B.2,Control
1to5,2,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2016-03,B.2,Control
12,1,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
12,1,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
8,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-09,B.2,Control
8,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-09,B.2,Control
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
13,6,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
1to5,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
13,6,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-07,B.2,Control
6,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-05,B.2,Control
6,2,Yes,1,Indoors,0,0,0,0,0,0,1,0,B,2016-05,B.2,Control
16,5,Yes,1,Outdoors,1,1,0,0,0,0,0,0,B,2018-02,B.2,Control
1to5,2,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-06,B.2,Control
